"gruppo","titolo","titoloBreve","inizio","fine"
"http://dati.senato.it/gruppo/50","Rifondazione Comunista - Sinistra Europea","RC-SE",2006-04-28,2008-04-28
"http://dati.senato.it/gruppo/51","Insieme con l'Unione Verdi - Comunisti Italiani","IU-Verdi-Com",2006-04-28,2008-04-28
"http://dati.senato.it/gruppo/52","Per le Autonomie","Aut",2006-05-18,2008-04-28
"http://dati.senato.it/gruppo/53","Democrazia Cristiana - Indipendenti - Movimento per l'Autonomia","DC-Ind-MA",2006-05-30,2006-07-28
"http://dati.senato.it/gruppo/53","Democrazia Cristiana-P. repubblicano ital-Indip.-Mov. per l'Autonomia","DC-PRI-IND-MPA",2006-07-29,2007-04-11
"http://dati.senato.it/gruppo/53","D.C. per le autonomie-P. Repubblicano Ital-Mov. per l'Autonomia","DCA-PRI-MPA",2007-04-12,2008-04-28
"http://dati.senato.it/gruppo/54","Sinistra Democratica per il Socialismo Europeo","SDSE",2007-05-16,2008-04-28
"http://dati.senato.it/gruppo/55","Democrazia Nazionale - Costituente di Destra","DN-CD",1977-02-01,1979-06-19
"http://dati.senato.it/gruppo/56","Il Popolo della Libertà","PdL",2008-04-29,2013-11-19
"http://dati.senato.it/gruppo/56","Forza Italia-Il Popolo della Libertà XVII Legislatura","FI-PdL XVII",2013-11-20,2018-03-22
"http://dati.senato.it/gruppo/56","Forza Italia-Berlusconi Presidente","FI-BP",2018-03-23,2019-12-10
"http://dati.senato.it/gruppo/56","Forza Italia Berlusconi Presidente-UDC","FIBP-UDC",2019-12-11,2022-10-12
"http://dati.senato.it/gruppo/56","Forza Italia Berlusconi Presidente","FIBP",2022-10-13,2022-10-18
"http://dati.senato.it/gruppo/56","Forza Italia - Berlusconi Presidente - PPE","FI-BP-PPE",2022-10-19,
"http://dati.senato.it/gruppo/57","Italia dei Valori","IdV",2008-04-29,2013-03-14
"http://dati.senato.it/gruppo/58","UDC, SVP e Autonomie","UDC-SVP-Aut",2008-04-29,2010-02-08
"http://dati.senato.it/gruppo/58","UDC,SVP,Io Sud e Autonomie","UDC-SVP-IS-Aut",2010-02-09,2010-05-04
"http://dati.senato.it/gruppo/58","Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Io Sud, Movimento Repubblicani Europei)","UDC-SVP-Aut:UV-MAIE-Io Sud-MRE",2010-05-05,2011-03-02
"http://dati.senato.it/gruppo/58","Unione di Centro, SVP e Autonomie (Unione Valdôtaine, MAIE, Verso Nord, Movimento Repubblicani Europei)","UDC-SVP-Aut:UV-MAIE-VN-MRE",2011-03-03,2011-05-09
"http://dati.senato.it/gruppo/58","Unione di Centro, SVP e Autonomie (UnioneValdôtaine, MAIE, VersoNord, Movimento Repubblicani Europei, Partito Liberale Italiano)","UDC-SVP-AUT:UV-MAIE-VN-MRE-PLI",2011-05-10,2011-11-09
"http://dati.senato.it/gruppo/58","Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Verso Nord, Movimento Repubblicani Europei, Partito Liberale Italiano, Partito Socialista Italiano)","UDC-SVP-AUT:UV-MAIE-VN-MRE-PLI-PSI",2011-11-10,2013-03-14
"http://dati.senato.it/gruppo/61","PSI-PSDI unificati","PSI-PSDI unificati",1966-11-11,1968-10-22
"http://dati.senato.it/gruppo/61","Partito Socialista Italiano","PSI",1968-10-23,1972-05-24
"http://dati.senato.it/gruppo/65","Futuro e Libertà per l'Italia","FLI",2010-08-02,2011-03-01
"http://dati.senato.it/gruppo/66","Coesione Nazionale","CN",2011-03-02,2011-04-06
"http://dati.senato.it/gruppo/66","Coesione Nazionale - Io Sud","CN-Io Sud",2011-04-07,2011-07-26
"http://dati.senato.it/gruppo/66","Coesione Nazionale-Io Sud-Forza del Sud","CN-Io Sud-FS",2011-07-27,2012-01-24
"http://dati.senato.it/gruppo/66","Coesione Nazionale (Grande Sud-SI-PID-Il Buongoverno)","CN:GS-SI-PID-IB",2012-01-25,2012-02-20
"http://dati.senato.it/gruppo/66","Coesione Nazionale (Grande Sud-SI-PID-Il Buongoverno-FI)","CN:GS-SI-PID-IB-FI",2012-02-21,2012-02-23
"http://dati.senato.it/gruppo/66","Coesione Nazionale (Grande Sud-Sì Sindaci-Popolari d'Italia Domani-Il Buongoverno-Fare Italia)","CN:GS-SI-PID-IB-FI",2012-02-24,2013-03-14
"http://dati.senato.it/gruppo/67","Per il Terzo Polo (ApI-FLI)","Per il Terzo Polo:ApI-FLI",2011-07-14,2012-12-19
"http://dati.senato.it/gruppo/67","Per il Terzo Polo (ApI-FLI-Centro Democratico)","Per il Terzo Polo:ApI-FLI-CD",2012-12-20,2013-03-14
"http://dati.senato.it/gruppo/68","Centrodestra Nazionale","CDN",2012-12-20,2012-12-20
"http://dati.senato.it/gruppo/68","Fratelli d'Italia - Centrodestra Nazionale","FDI-CDN",2012-12-21,2013-03-14
"http://dati.senato.it/gruppo/69","Per le Autonomie (SVP, UV, PATT, UPT) - PSI","Aut (SVP, UV, PATT, UPT) - PSI",2013-03-15,2013-07-09
"http://dati.senato.it/gruppo/69","Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE","Aut (SVP, UV, PATT, UPT)-PSI-MAIE",2013-07-10,2018-03-22
"http://dati.senato.it/gruppo/69","Per le Autonomie (SVP-PATT, UV)","Aut (SVP-PATT, UV)",2018-03-23,2022-10-12
"http://dati.senato.it/gruppo/69","Per le Autonomie (SVP-Patt, Campobase, Sud Chiama Nord)","Aut (SVP-Patt, Cb, SCN)",2022-10-13,2023-11-06
"http://dati.senato.it/gruppo/69","Per le Autonomie (SVP-PATT, Campobase)","Aut (SVP-PATT, Cb)",2023-11-07,
"http://dati.senato.it/gruppo/7","Sinistra Indipendente","Sin. Ind.",1968-06-05,1992-04-22
"http://dati.senato.it/gruppo/70","Scelta Civica per l'Italia","SCpI",2013-03-15,2013-11-26
"http://dati.senato.it/gruppo/70","Per l'Italia","PI",2013-11-27,2014-12-18
"http://dati.senato.it/gruppo/71","Movimento 5 Stelle","M5S",2013-03-15,2018-03-22
"http://dati.senato.it/gruppo/71","MoVimento 5 Stelle","M5S",2018-03-23,
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà","GAL",2013-03-20,2014-11-24
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Grande Sud, Libertà e Autonomia-noi SUD, Movimento per le Autonomie, Nuovo PSI, Popolari per l'Italia)","GAL (GS, LA-nS, MpA, NPSI, PpI)",2014-11-25,2015-04-07
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Grande Sud, Libertà e Autonomia-noi SUD, Movimento per le Autonomie, Nuovo PSI, Popolari per l'Italia, Italia dei Valori)","GAL (GS, LA-nS, MpA, NPSI, PpI, IdV)",2015-04-08,2015-04-20
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Grande Sud, Libertà e Autonomia-noi SUD, Movimento per le Autonomie, Nuovo PSI, Popolari per l'Italia, Italia dei Valori, Vittime della Giustizia e del Fisco)","GAL (GS, LA-nS, MpA, NPSI, PpI, IdV, VGF)",2015-04-21,2015-06-16
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Grande Sud, Movimento per le Autonomie, Nuovo PSI, Popolari per l'Italia, Italia dei Valori, Vittime della Giustizia e del Fisco, Federazione dei Verdi)","GAL (GS, MpA, NPSI, PpI, IdV, VGF, FV)",2015-06-17,2015-08-04
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Grande Sud, Popolari per l'Italia, Federazione dei Verdi, Moderati)","GAL (GS, PpI, FV, M)",2015-08-05,2015-11-03
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Grande Sud, Popolari per l'Italia, Federazione dei Verdi, Moderati, Movimento Base Italia)","GAL (GS, PpI, FV, M, MBI)",2015-11-04,2015-12-20
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Grande Sud, Popolari per l'Italia, Federazione dei Verdi, Moderati, Movimento Base Italia, Idea)","GAL (GS, PpI, FV, M, MBI, Id)",2015-12-21,2016-01-13
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Grande Sud, Popolari per l'Italia, Moderati, Movimento Base Italia, Idea, Euro-Exit)","GAL (GS, PpI, M, MBI, Id, E-E)",2016-01-14,2016-02-15
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Grande Sud, Popolari per l'Italia, Moderati, Idea, Euro-Exit, M.P.L.-Movimento politico Libertas)","GAL (GS, PpI, M, Id, E-E, MPL)",2016-02-16,2016-05-09
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Grande Sud, Popolari per l'Italia, Moderati, Idea, Alternativa per l'Italia, Euro-Exit, M.P.L. - Movimento politico Libertas)","GAL (GS, PpI, M, Id, ApI, E-E, MPL)",2016-05-10,2016-11-21
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Grande Sud, Popolari per l'Italia, Moderati, Idea, Euro-Exit, M.P.L. - Movimento politico Libertas)","GAL (GS, PpI, M, Id, E-E, MPL)",2016-11-22,2017-01-31
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Grande Sud, Popolari per l'Italia, Moderati, Idea, Euro-Exit, M.P.L. - Movimento politico Libertas, Riscossa Italia)","GAL (GS, PpI, M, Id, E-E, MPL, RI)",2017-02-01,2017-05-15
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Direzione Italia, Idea, Grande Sud, Moderati, M.P.L. - Movimento politico Libertas, Riscossa Italia, Euro-Exit)","GAL (DI, Id, GS, M, MPL, RI, E-E)",2017-05-16,2017-05-24
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Direzione Italia, Grande Sud, M.P.L. - Movimento Politico Libertas, Riscossa Italia)","GAL (DI, GS, MPL, RI)",2017-05-25,2017-10-03
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Direzione Italia, Grande Sud, Popolari per l'Italia, Riscossa Italia)","GAL (DI, GS, PpI, RI)",2017-10-04,2017-11-28
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà (Direzione Italia, Grande Sud, Popolari per l'Italia, Riscossa Italia, Salute e Ambiente)","GAL (DI, GS, PpI, RI, SA)",2017-11-29,2017-12-20
"http://dati.senato.it/gruppo/72","Grandi Autonomie e Libertà - Unione dei Democratici Cristiani e Democratici di Centro","GAL-UDC",2017-12-21,2018-03-22
"http://dati.senato.it/gruppo/73","Nuovo Centrodestra","NCD",2013-11-15,2014-12-10
"http://dati.senato.it/gruppo/73","Area Popolare (NCD-UDC)","AP (NCD-UDC)",2014-12-11,2016-12-06
"http://dati.senato.it/gruppo/73","Area Popolare (Ncd-Centristi per l'Italia)","AP (Ncd-CpI)",2016-12-07,2017-02-13
"http://dati.senato.it/gruppo/73","Area Popolare (Ncd-Centristi per l'Europa)","AP (Ncd-CpE)",2017-02-14,2017-03-20
"http://dati.senato.it/gruppo/73","Alternativa Popolare - Centristi per l'Europa","AP-CpE",2017-03-21,2017-05-08
"http://dati.senato.it/gruppo/73","Alternativa Popolare - Centristi per l'Europa - NCD","AP-CpE-NCD",2017-05-09,2018-03-22
"http://dati.senato.it/gruppo/74","Scelta Civica con Monti per l'Italia","SCMpI",2013-12-10,2013-12-10
"http://dati.senato.it/gruppo/74","Scelta Civica per l'Italia","SCpI",2013-12-11,2015-02-25
"http://dati.senato.it/gruppo/75","Conservatori, Riformisti italiani","CRi",2015-05-30,2015-09-07
"http://dati.senato.it/gruppo/75","Conservatori e Riformisti","CoR",2015-09-08,2017-04-01
"http://dati.senato.it/gruppo/76","Alleanza Liberalpopolare-Autonomie","AL-A",2015-07-29,2016-04-10
"http://dati.senato.it/gruppo/76","Alleanza Liberalpopolare-Autonomie (Movimento per le Autonomie)","AL-A (MpA)",2016-04-11,2016-06-20
"http://dati.senato.it/gruppo/76","Alleanza Liberalpopolare-Autonomie","AL-A",2016-06-21,2016-12-06
"http://dati.senato.it/gruppo/76","ALA - Scelta Civica per la Costituente Liberale e Popolare","ALA-SCCLP",2016-12-07,2017-11-21
"http://dati.senato.it/gruppo/76","ALA - Alleanza Liberalpopolare Autonomie","ALA",2017-11-22,2018-01-04
"http://dati.senato.it/gruppo/76","ALA (Alleanza Liberal Popolare) - PRI (Partito Repubblicano Italiano)","ALA-PRI",2018-01-05,2018-03-22
"http://dati.senato.it/gruppo/79","Articolo 1 - Movimento democratico e progressista","Art.1-MDP",2017-02-28,2017-12-12
"http://dati.senato.it/gruppo/79","Articolo 1 - Movimento Democratico e Progressista - Liberi e Uguali","Art.1-MDP-LeU",2017-12-13,2018-03-22
"http://dati.senato.it/gruppo/8","Unita' Socialista","US",1948-05-08,1949-12-31
"http://dati.senato.it/gruppo/8","Partito Socialista dei Lavoratori Italiani","PSLI",1950-01-01,1951-06-18
"http://dati.senato.it/gruppo/8","PSI (Sezione Italiana dell'Internaz. Socialista)","PS (S.I.I.S.)",1951-06-19,1952-02-12
"http://dati.senato.it/gruppo/8","Partito Socialista Democratico Italiano","PSDI",1952-02-13,1966-11-10
"http://dati.senato.it/gruppo/8","Partito Socialista Unitario","PSU",1969-07-08,1971-02-15
"http://dati.senato.it/gruppo/8","Partito Socialista Democratico Italiano","PSDI",1971-02-16,1992-04-22
"http://dati.senato.it/gruppo/80","Federazione della Libertà (Idea-Popolo e Libertà, PLI)","FL (Id-PL, PLI)",2017-05-25,2018-03-22
"http://dati.senato.it/gruppo/81","Noi con l'Italia","NcI",2017-12-22,2018-03-22
"http://dati.senato.it/gruppo/85","Fratelli d'Italia","FdI",2018-03-23,
"http://dati.senato.it/gruppo/86","Italia Viva-P.S.I.","IV-PSI",2019-09-18,2022-10-12
"http://dati.senato.it/gruppo/87","Europeisti-MAIE-Centro Democratico","Eu-MAIE-CD",2021-01-26,2021-02-23
"http://dati.senato.it/gruppo/87","Europeisti-MAIE-Centro Democratico","Europeisti-MAIE-CD",2021-02-24,2021-03-29
"http://dati.senato.it/gruppo/88","C.A.L. (Costituzione, Ambiente, Lavoro)-Idv","C.A.L.-Idv",2022-01-27,2022-01-27
"http://dati.senato.it/gruppo/89","C.A.L. (Costituzione, Ambiente, Lavoro)-Pc-Idv","CAL-Pc-Idv",2022-04-27,2022-05-08
"http://dati.senato.it/gruppo/89","C.A.L. (Costituzione, Ambiente, Lavoro)-Alternativa-P.C.-I.d.V.","CAL-A-PC-IdV",2022-05-09,2022-05-17
"http://dati.senato.it/gruppo/89","C.A.L. (Costituzione, Ambiente, Lavoro)-Alternativa-P.C.-I.d.V.","CAL-Alt-PC-IdV",2022-05-18,2022-06-28
"http://dati.senato.it/gruppo/89","Uniti per la Costituzione - C.A.L. (Costituzione, Ambiente, Lavoro) - Alternativa - P.C. - Ancora Italia - Progetto SMART - I.d.V.","UpC-CAL-Alt-PC-AI-Pr.SMART-IdV",2022-06-29,2022-10-12
"http://dati.senato.it/gruppo/9","Misto","Misto",1946-06-25,
"http://dati.senato.it/gruppo/90","Insieme per il futuro - Centro Democratico","Ipf-CD",2022-06-29,2022-10-12
"http://dati.senato.it/gruppo/91","Azione-ItaliaViva-RenewEurope","Az-IV-RE",2022-10-13,2023-11-08
"http://dati.senato.it/gruppo/91","Italia Viva - Il Centro - Renew Europe","IV-C-RE",2023-11-09,2026-06-14
"http://dati.senato.it/gruppo/91","Italia Viva - Casa Riformista","IV-CR",2026-06-15,
"http://dati.senato.it/gruppo/92","Civici d'Italia - Noi Moderati (UDC - Coraggio Italia - Noi con l'Italia - Italia al Centro) - MAIE","Cd'I-NM (UDC-CI-NcI-IaC)-MAIE",2022-10-13,2024-10-29
"http://dati.senato.it/gruppo/92","Civici d'Italia-UDC-Noi Moderati (Noi con l'Italia, Coraggio Italia, Italia al Centro)-MAIE-Centro Popolare","Cd'I-UDC-NM (NcI, CI, IaC)-MAIE-CP",2024-10-30,
